Date	Time	Temperature	Pressure	Rain	solar_rad	wind_speed
06/01/2021	01:30	-3.8	1010.9	0	0	0
06/01/2021	01:45	-3.9	1011.1	0	0	0
06/01/2021	02:00	-3.9	1011.1	0	0	0
06/01/2021	02:15	-4	1011.1	0	0	0
06/01/2021	02:30	-4.1	1011.2	0	0	0
06/01/2021	02:45	-4.2	1011.3	0	0	0
06/01/2021	03:00	-4.3	1011.1	0	0	0
06/01/2021	03:15	-4.5	1011.4	0	0	0
06/01/2021	03:30	-4.7	1011.5	0	0	0
06/01/2021	03:45	-5	1011.6	0	0	0
06/01/2021	04:00	-5.2	1011.6	0	0	0
06/01/2021	04:15	-5.6	1011.6	0	0	0
06/01/2021	04:30	-5.8	1011.6	0	0	0
06/01/2021	04:45	-6.1	1011.5	0	0	0
06/01/2021	05:00	-6.3	1011.7	0	0	0
06/01/2021	05:15	-6.7	1011.6	0	0	0
06/01/2021	05:30	-6.8	1011.6	0	0	0
06/01/2021	05:45	-7.3	1011.6	0	0	0
06/01/2021	06:00	-7.6	1011.8	0	0	0
06/01/2021	06:15	-7.9	1011.9	0	0	0
06/01/2021	06:30	-8.2	1012	0	0	0
06/01/2021	06:45	-8.3	1012.3	0	0	0
06/01/2021	07:00	-8.3	1012.5	0	0	0
06/01/2021	07:15	-8.2	1012.7	0	0	0
06/01/2021	07:30	-7.9	1012.9	0	0	0
06/01/2021	07:45	-8.1	1013	0	0	0
06/01/2021	08:00	-8	1013.1	0	0	0
06/01/2021	08:15	-7.6	1013.3	0	0	0
06/01/2021	08:30	-7.6	1013.3	0	0	0
06/01/2021	08:45	-7.5	1013.8	0	2	0
06/01/2021	09:00	-7.5	1014.1	0	9	0
06/01/2021	09:15	-7.3	1014.4	0	16	0
06/01/2021	09:30	-7	1014.6	0	28	0
06/01/2021	09:45	-6.5	1014.7	0	51	0
06/01/2021	10:00	-5.6	1014.7	0	75	0
06/01/2021	10:15	-4.6	1014.6	0	79	0
06/01/2021	10:30	-4.2	1014.7	0	54	0
06/01/2021	10:45	-4.2	1014.6	0	29	0
06/01/2021	11:00	-4.2	1014.6	0	26	0
06/01/2021	11:15	-3.9	1014.6	0	26	0
06/01/2021	11:30	-3.3	1014.3	0	26	0
06/01/2021	11:45	-3.2	1014.3	0	26	0
06/01/2021	12:00	-3.1	1014.2	0	27	0
06/01/2021	12:15	-2.8	1013.8	0	26	0
06/01/2021	12:30	-2.4	1013.8	0	26	0
06/01/2021	12:45	-2.1	1013.5	0	26	0
06/01/2021	13:00	-1.7	1013.2	0	26	0
06/01/2021	13:15	-1.6	1013	0	26	1.6
06/01/2021	13:30	-1.3	1013	0	25	1.6
06/01/2021	13:45	-1.2	1012.8	0	25	0
06/01/2021	14:00	-0.8	1013	0	25	1.6
06/01/2021	14:15	-0.9	1013.1	0	25	3.2
06/01/2021	14:30	-0.9	1013.2	0	25	3.2
06/01/2021	14:45	-1.2	1013.4	0	23	3.2
06/01/2021	15:00	-1.3	1013.5	0	23	3.2
06/01/2021	15:15	-1.5	1013.5	0	22	1.6
06/01/2021	15:30	-1.6	1013.8	0	21	3.2
06/01/2021	15:45	-2	1014.1	0	19	3.2
06/01/2021	16:00	-2.3	1014.3	0	18	1.6
06/01/2021	16:15	-2.7	1014.5	0	12	1.6
06/01/2021	16:30	-3.1	1014.7	0	9	0
06/01/2021	16:45	-3.3	1014.9	0	7	0
06/01/2021	17:00	-3.5	1015	0	4	0
06/01/2021	17:15	-3.9	1015.1	0	0	0
06/01/2021	17:30	-4.4	1015.3	0	0	0
06/01/2021	17:45	-4.8	1015.5	0	0	0
06/01/2021	18:00	-5.2	1015.6	0	0	0
06/01/2021	18:15	-5.5	1016.1	0	0	1.6
06/01/2021	18:30	-5.7	1016.4	0	0	1.6
06/01/2021	18:45	-6	1016.6	0	0	1.6
06/01/2021	19:00	-6.3	1016.7	0	0	0
06/01/2021	19:15	-6.6	1016.8	0	0	0
06/01/2021	19:30	-6.6	1017	0	0	0
06/01/2021	19:45	-6.8	1017	0	0	0
06/01/2021	20:00	-7.1	1017.1	0	0	0
06/01/2021	20:15	-7.3	1017.3	0	0	0
06/01/2021	20:30	-7.4	1017.4	0	0	0
06/01/2021	20:45	-8.1	1017.5	0	0	0
06/01/2021	21:00	-8.5	1017.7	0	0	0
06/01/2021	21:15	-8.9	1017.9	0	0	0
06/01/2021	21:30	-9.4	1018.1	0	0	0
06/01/2021	21:45	-9.8	1018.4	0	0	0
06/01/2021	22:00	-10.1	1018.3	0	0	0
06/01/2021	22:15	-10.4	1018.3	0	0	0
06/01/2021	22:30	-10.8	1018.4	0	0	0
06/01/2021	22:45	-11.2	1018.6	0	0	0
06/01/2021	23:00	-11.3	1018.6	0	0	0
06/01/2021	23:15	-11.7	1018.9	0	0	1.6
